card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
ce815f4c,WELL-020,Rod Floating,Rod Floating,0.9998,0.0002,0.9998,0.0,0.0,76.1,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (817 cP) and pumping speed (7.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (817.3 cP) increases rod downstroke fluid drag; Low wellbore temperature (102.8 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=78.4).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.2 SPM to 5.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (817.3 cP) increases rod downstroke fluid drag | Low wellbore temperature (102.8 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=78.4)
4a20c0c5,WELL-012,Normal,Normal,0.971,0.971,0.0237,0.0,0.0053,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
d7de2543,WELL-011,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,74.6,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (618 cP) and pumping speed (8.4 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (617.6 cP) increases rod downstroke fluid drag; High pumping speed (8.4 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (111.6 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=95.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.4 SPM to 6.3 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (617.6 cP) increases rod downstroke fluid drag | High pumping speed (8.4 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (111.6 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=95.6)
64d5321a,WELL-014,Normal,Normal,0.9851,0.9851,0.0012,0.0,0.0137,6.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
4285d950,WELL-019,Gas Interference,Normal,0.5763,0.5763,0.0003,0.0007,0.4227,24.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
d5d24938,WELL-013,Normal,Normal,0.993,0.993,0.0053,0.0,0.0017,4.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
02408bd1,WELL-005,Normal,Normal,0.959,0.959,0.0367,0.0,0.0043,5.2,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
b1f8d7c2,WELL-020,Normal,Normal,0.9552,0.9552,0.0427,0.0,0.0021,3.8,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
2abab996,WELL-011,Fluid Pound,Fluid Pound,0.9999,0.0,0.0001,0.9999,0.0,94.7,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1109 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1109 ft above pump) indicates pump-off condition; Low pump submergence ratio (25.5%); Sharp fluid-surface impact shock detected (slope_z=98.6); Depressed minimum load (4230 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.0 SPM to 3.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1109 ft above pump) indicates pump-off condition | Low pump submergence ratio (25.5%) | Sharp fluid-surface impact shock detected (slope_z=98.6) | Depressed minimum load (4230 lbf) flags plunger free-fall inside barrel
6b902e49,WELL-013,Fluid Pound,Fluid Pound,0.9999,0.0,0.0,0.9999,0.0001,84.6,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1156 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1156 ft above pump) indicates pump-off condition; Low pump submergence ratio (33.7%); Sharp fluid-surface impact shock detected (slope_z=56.8); Depressed minimum load (3062 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.4 SPM to 4.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1156 ft above pump) indicates pump-off condition | Low pump submergence ratio (33.7%) | Sharp fluid-surface impact shock detected (slope_z=56.8) | Depressed minimum load (3062 lbf) flags plunger free-fall inside barrel
eaf9f57c,WELL-017,Fluid Pound,Fluid Pound,0.9932,0.0034,0.0031,0.9932,0.0003,55.0,High,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (3423 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=57.5).",IMMEDIATE ACTION: Throttle pump speed from 4.7 SPM to 3.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=57.5)
20e7163a,WELL-008,Normal,Normal,0.9727,0.9727,0.0256,0.0,0.0016,5.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
c406ec2c,WELL-020,Normal,Normal,0.9516,0.9516,0.0473,0.0,0.0011,3.8,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
18d5a428,WELL-020,Gas Interference,Gas Interference,0.6562,0.3429,0.0001,0.0008,0.6562,27.4,Medium,val,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4818 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4818 lbf) reflects cushioned valve response
ae752d02,WELL-006,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,83.5,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1642 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1642 ft above pump) indicates pump-off condition; Low pump submergence ratio (32.1%); Sharp fluid-surface impact shock detected (slope_z=94.7).",IMMEDIATE ACTION: Throttle pump speed from 4.7 SPM to 3.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1642 ft above pump) indicates pump-off condition | Low pump submergence ratio (32.1%) | Sharp fluid-surface impact shock detected (slope_z=94.7)
49a6edde,WELL-003,Fluid Pound,Fluid Pound,0.9999,0.0,0.0001,0.9999,0.0,70.8,High,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2579 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Low pump submergence ratio (43.6%); Sharp fluid-surface impact shock detected (slope_z=98.5).",IMMEDIATE ACTION: Throttle pump speed from 4.2 SPM to 2.9 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Low pump submergence ratio (43.6%) | Sharp fluid-surface impact shock detected (slope_z=98.5)
01328f4a,WELL-005,Gas Interference,Gas Interference,0.7137,0.2856,0.0001,0.0007,0.7137,22.1,Low,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Operating parameters within nominal thresholds.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,
20372c74,WELL-004,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,78.4,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2310 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2310 ft above pump) indicates pump-off condition; Sharp fluid-surface impact shock detected (slope_z=126.3); Depressed minimum load (4287 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.7 SPM to 4.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2310 ft above pump) indicates pump-off condition | Sharp fluid-surface impact shock detected (slope_z=126.3) | Depressed minimum load (4287 lbf) flags plunger free-fall inside barrel
d163a838,WELL-013,Normal,Normal,0.991,0.991,0.0065,0.0,0.0025,5.2,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
34b6409c,WELL-016,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,72.3,High,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2171 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2171 ft above pump) indicates pump-off condition; Low pump submergence ratio (40.9%); Sharp fluid-surface impact shock detected (slope_z=56.1); Depressed minimum load (4706 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 4.2 SPM to 2.9 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2171 ft above pump) indicates pump-off condition | Low pump submergence ratio (40.9%) | Sharp fluid-surface impact shock detected (slope_z=56.1) | Depressed minimum load (4706 lbf) flags plunger free-fall inside barrel
3b49dad2,WELL-001,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,76.6,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (598 cP) and pumping speed (11.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: High pumping speed (11.2 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=178.9).,IMMEDIATE ACTION: Reduce VFD stroke speed from 11.2 SPM to 8.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,High pumping speed (11.2 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=178.9)
8cfdc765,WELL-019,Normal,Normal,0.9396,0.9396,0.0585,0.0,0.0019,3.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
66220dea,WELL-020,Normal,Normal,0.959,0.959,0.0389,0.0,0.0021,3.8,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
